Incident Number,Incident_Type,Date_Reported,Cause_Category,Cause_Agent,Population_Density,Province,Latitude,Longitude,Substance,Release_Type,Significant,Pipeline_Type,Activity_in_Process,Pipeline_Involved,Rupture,Environmental_Impact,Source of Explosion,Source of Fire,Activity at time of fatality,Injury,Pax,Evacuees,Pipeline_Name,Pipeline_Length,Substance_Carried,Land_Use,Emergency_Level,Nominal_Pipe_Size,Pipe_Material,Material_Grade,Design_Thickness,Licensed_Max_Pressure,Actual_Operating_Pressure,Year_of_Manufacture,Year_of_Installation,Service_Year,Weld type ,Seam_Type,Seam_Joining_Method,Coating_Location,Coating_Type
INC2017-076,Release of Substance,06/13/2017,Defect and Deterioration,Engineering and Planning,Medium ,Quebec,45.603401,-73.861893,Natural Gas - Sweet,Gas,No,Transmission,Maintenance,Yes,No,No,,,,,,0,Lateral: Boisbriand,6.46103159,Natural Gas,Developed Land - Residential,Level I,NPS 1/2,Carbon Steel,,,,5748,,,1982,,Seamless,,,
INC2017-077,Fire,06/13/2017,External Interference,Natural or Environmental Forces,High ,British Columbia,56.14630285,-120.6691693,Not Applicable,Not Applicable,No,Gathering,Maintenance,No,No,No,,Other Event (Nature or 3rd Party),,,,0,"26"" BC Trunk Pipeline - Downstream",59.6331221,Natural Gas Sour,Developed Land - Industrial,Level I,,,,,,,,,,,,,,
INC2017-079,Release of Substance,06/19/2017,Natural Force Damage,Natural or Environmental Forces,Low ,Alberta,54.95988,-119.1945,Natural Gas - Sweet,Gas,No,Transmission,Maintenance,Yes,No,No,,,,,,0,GRANDE PRAIRIE MAINLINE LATERAL LOOP,32.88459159,Natural Gas,Agricultural Cropland,Level I,NPS 1/2,Carbon Steel,,,,,,,,,,,,
INC2017-080,Release of Substance,06/20/2017,Equipment Failure,Natural or Environmental Forces,Low ,New Brunswick,45.1920299,-66.40157119,Natural Gas - Sweet,Gas,No,Transmission,Operation,Yes,No,No,,,,,,0,BRUNSWICK PIPELINE,142.8732829,Natural Gas,Forests,Level I,,Carbon Steel,,,,,,,,,,,,
INC2017-081,Release of Substance,06/21/2017,External Interference,Maintenance,Low ,British Columbia,54.56227196,-122.6862326,Diesel Fuel,Liquid,Yes,Transmission,Construction,No,No,Yes,,,,,,0,"SPECTRA - 30"" MAINLINE",1274.364117,"Natural Gas, Natural Gas Sweet",Barren Land,Level I,,,,,,,,,,,,,,
INC2017-137,Release of Substance,09/11/2017,Incorrect Operation,Human Factors,Low ,British Columbia,56.22,-122.08,Natural Gas - Sweet,Gas,Yes,Transmission,Operation,Yes,No,No,,,,,,5,"30"" Fort Nelson Mainline",72.67380765,Natural Gas Sweet,Developed Land - Industrial,Level I,,,,,,,,,,,,,,
INC2017-138,Operation Beyond Design Limits,09/12/2017,Incorrect Operation,Engineering and Planning,Medium ,Ontario,43.76842553,-79.48533571,Not Applicable,Not Applicable,No,Transmission,Operation,Yes,No,No,,,,,,0,Mainline,635.0188165,Refined Products-Aviation,Developed Land - Industrial,Level I,NPS 8,Carbon Steel,241 - B,7.8 mm = 0.307 in,6619,7088,,1951,1952,,,,,Coal Tar Enamel Narrow
INC2017-139,Operation Beyond Design Limits,09/12/2017,Incorrect Operation,Engineering and Planning,Medium ,Ontario,43.76842553,-79.48533571,Not Applicable,Not Applicable,No,Transmission,Operation,Yes,No,No,,,,,,0,Mainline,635.0188165,Refined Products-Aviation,Developed Land - Industrial,Level I,NPS 10,Carbon Steel,317 - X46,7.8 mm = 0.307 in,6453.7,7026,1950,1951,1951,,,,,Polyethylene Tape Wrap
INC2017-140,Operation Beyond Design Limits,09/12/2017,Incorrect Operation,Human Factors,Low ,Ontario,44.9970876,-75.0124647,Not Applicable,Not Applicable,No,Transmission,Operation,Yes,No,No,,,,,,0,Mainline,635.0188165,Refined Products-Aviation,Developed Land - Residential,Level I,NPS 10,Carbon Steel,317 - X46,7.8 mm = 0.307 in,6619,7143.22,1951,1952,1952,,,,,Polyethylene Tape Wrap
INC2017-141,Operation Beyond Design Limits,09/12/2017,Incorrect Operation,Engineering and Planning,Low ,Ontario,43.94553832,-78.66202139,Not Applicable,Not Applicable,No,Transmission,Operation,Yes,No,No,,,,,,0,Mainline,635.0188165,Refined Products-Aviation,Developed Land - Commercial,Level I,NPS 10,Carbon Steel,317 - X46,7.8 mm = 0.307 in,6619,6977.74,1951,1952,1952,,,,,Polyethylene Tape Wrap
INC2017-142,Fire,09/12/2017,Incorrect Operation,Maintenance,Low ,Saskatchewan,50.23066354,-101.676235,Not Applicable,Not Applicable,No,Transmission,Construction,No,No,No,,Welding or Cutting,,,,0,LINE 100-7,181.7646027,Natural Gas,Agricultural Cropland,Level I,,,,,,,,,,,,,,
INC2017-143,Operation Beyond Design Limits,09/12/2017,External Interference,Tools and Equipment,Medium ,Ontario,43.394589,-79.744588,Not Applicable,Not Applicable,No,Transmission,Operation,Yes,No,No,,,,,,0,Mainline,635.0188165,Refined Products-Aviation,Developed Land - Industrial,Level I,NPS 16,Carbon Steel,359 - X52,7.1 mm = 0.280 in,6453.7,6977.74,1977,1977,1977,,,,,Extruded Polyethylene
INC2017-144,Operation Beyond Design Limits,09/12/2017,Incorrect Operation,Failure in communication,Low ,Ontario,43.865025,-79.378924,Not Applicable,Not Applicable,No,Transmission,Operation,Yes,No,No,,,,,,0,Mainline,635.0188165,Refined Products-Aviation,Developed Land - Industrial,Level I,,Carbon Steel,,,,,,,,,,,,
INC2017-145,Fire,09/16/2017,Incorrect Operation,Tools and Equipment,Low ,British Columbia,55.956023,-120.672487,Not Applicable,Not Applicable,No,Transmission,Construction,No,No,No,,Other Event (Nature or 3rd Party),,,,0,TOWERBIRCH,86.15350505,Natural Gas,Forests,Level I,,,,,,,,,,,,,,
INC2017-146,Serious Injury (CER),09/19/2017,Incorrect Operation,Human Factors,Low ,British Columbia,51.550986,-121.269628,Not Applicable,Not Applicable,Yes,Transmission,Construction,No,No,No,,,,Lost Consciousness,1,0,Southern Mainline,,,Developed Land - Industrial,Level II,,,,,,,,,,,,,,
INC2017-147,Operation Beyond Design Limits,09/19/2017,External Interference,Standards and Procedures,High ,British Columbia,56.14630285,-120.6691693,Not Applicable,Not Applicable,No,Processing,Operation,Yes,No,No,,,,,,0,"26"" BC Trunk Pipeline - Downstream",59.6331221,Natural Gas Sour,Developed Land - Industrial,Level I,NPS 24,Carbon Steel,,,6894,,,,,,,,,
INC2017-148,Operation Beyond Design Limits,09/21/2017,Natural Force Damage,Maintenance,Low ,Ontario,44.217868,-77.197155,Not Applicable,Not Applicable,No,Transmission,Operation,Yes,No,No,,,,,,0,Mainline,635.0188165,Refined Products-Aviation,Water / Wetlands,Level I,NPS 10,Carbon Steel,317 - X46,7.8 mm = 0.307 in,,,,,,,,,External,Coal Tar Enamel Narrow
INC2017-149,Operation Beyond Design Limits,09/22/2017,External Interference,Engineering and Planning,Low ,Quebec,45.62532117,-73.53774278,Not Applicable,Not Applicable,No,Transmission,Operation,Yes,No,No,,,,,,0,Mainline,635.0188165,Refined Products-Aviation,Developed Land - Industrial,Level I,NPS 10,Carbon Steel,,,,,,,,,,,,
INC2017-150,Operation Beyond Design Limits,09/22/2017,External Interference,Engineering and Planning,Low ,Quebec,45.62532117,-73.53774278,Not Applicable,Not Applicable,No,Transmission,Operation,Yes,No,No,,,,,,0,Mainline,635.0188165,Refined Products-Aviation,Developed Land - Industrial,Level I,NPS 10,Carbon Steel,,,,,,,,,,,,
INC2017-151,Operation Beyond Design Limits,09/22/2017,External Interference,Engineering and Planning,Low ,Ontario,43.506022,-79.615112,Not Applicable,Not Applicable,No,Transmission,Operation,Yes,No,No,,,,,,0,Clarkson Lateral,2.26444404,Refined Products-Aviation,Developed Land - Industrial,Level I,NPS 8,Carbon Steel,,,,,,,,,,,,
INC2017-153,Release of Substance,09/22/2017,Incorrect Operation,Human Factors,Low ,Saskatchewan,51.867982,-109.033349,Natural Gas Liquids,Gas,No,Transmission,Operation,Yes,No,No,,,,,,0,Line 1,1255.999121,Crude Oil,Agricultural Cropland,Level I,NPS 3/4,Carbon Steel,,,1440,,,1981,1981,,,,,Epoxy
INC2018-003,Release of Substance,01/11/2018,Equipment Failure,Tools and Equipment,Low ,Alberta,57.19025,-118.192939,Natural Gas - Sweet,Gas,Yes,Transmission,Operation,Yes,No,No,,,,,,0,NORTH CENTRAL CORRIDOR,378.5193526,Natural Gas,Forests,Level I,NPS 36,,,,9928,8655,,2017,2017,,,,,
INC2018-004,Operation Beyond Design Limits,01/12/2018,Incorrect Operation,Human Factors,Low ,British Columbia,55.87541498,-120.5596093,Not Applicable,Not Applicable,No,Transmission,Operation,Yes,No,No,,,,,,0,TOWERBIRCH,86.15350505,Natural Gas,Forests,Level I,,,,,,,,,,,,,,
INC2018-005,Fire,01/12/2018,External Interference,Natural or Environmental Forces,Low ,Alberta,54.3096738,-111.2592428,Not Applicable,Not Applicable,No,Transmission,Operation,Yes,No,No,,Equipment & Electrical,,,,0,SADDLE LAKE LATERAL - NPS 10,123.980635,Natural Gas,Shrub Land,Level I,,,,,,,,,,,,,,
INC2018-006,Fire,01/16/2018,Incorrect Operation,Human Factors,Low ,Alberta,56.080761,-112.540799,Not Applicable,Not Applicable,No,Transmission,Construction,No,No,No,,Equipment & Electrical,,,,0,LIEGE LATERAL LOOP 2,91.15695409,"Natural Gas, Natural Gas Sweet",Forests,Level I,,,,,,,,,,,,,,
INC2018-007,Release of Substance,01/19/2018,Natural Force Damage,Natural or Environmental Forces,Low ,Manitoba,49.72011504,-96.98386154,Natural Gas - Sweet,Gas,No,Transmission,Operation,Yes,No,No,,,,,,0,Line 400-2,81.33942881,Natural Gas,Developed Land - Commercial,Level I,NPS 1,Carbon Steel,,15.9 mm = 0.625 in,7030,,1966,1967,1967,,,,,
INC2018-008,Release of Substance,01/20/2018,Equipment Failure,Maintenance,Low ,British Columbia,55.79305809,-120.5231165,Natural Gas - Sour,Gas,Yes,Processing,Operation,Yes,No,No,,,,,,0,Bessborough Pipeline,0.91962714,Natural Gas,Developed Land - Industrial,Level I,,,,,,,,,,,,,,
INC2018-009,Release of Substance,01/22/2018,Corrosion and Cracking,Maintenance,Low ,Alberta,53.15552,-112.29672,Natural Gas - Sweet,Gas,No,Transmission,Operation,Yes,No,Yes,,,,,,0,HOLDEN LATERAL - NPS 6,11.43568736,Natural Gas,Agricultural Cropland,Level I,NPS 6,Carbon Steel,317 - X46,3.2 mm = 0.126 in,8613,4318,,,1972,,,Electric Resistance Welded,External,Polyethylene Tape Wrap
INC2018-011,Fire,01/25/2018,Incorrect Operation,Natural or Environmental Forces,Low ,Alberta,51.81266189,-114.5803984,Not Applicable,Not Applicable,No,Transmission,Construction,No,No,No,,Other Event (Nature or 3rd Party),,,,0,SUNDRE CROSSOVER,20.65778652,Natural Gas,Shrub Land,Level I,,,,,,,,,,,,,,
INC2018-012,Release of Substance,02/01/2018,Incorrect Operation,Maintenance,Low ,Alberta,53.10047466,-115.3642386,Natural Gas - Sweet,Gas,No,Transmission,Operation,Yes,No,No,,,,,,0,WAS M/L - NPS 30,201.9819369,Natural Gas,Forests,Level I,NPS 1/2,Stainless Steel,,,,6689,2017,2017,2017,,,,,
INC2018-013,Release of Substance,02/04/2018,Incorrect Operation,Engineering and Planning,Low ,British Columbia,51.5509423,-121.2689384,Natural Gas - Sweet,Gas,Yes,Transmission,Maintenance,Yes,No,No,,,,,,0,"SPECTRA - 30"" MAINLINE",1274.364117,"Natural Gas, Natural Gas Sweet",Forests,Level I,,,,,,,,,,,,,,
INC2018-015,Release of Substance,02/05/2018,External Interference,Standards and Procedures,Low ,British Columbia,59.20209027,-121.5830377,Natural Gas - Sweet,Gas,No,Processing,Operation,Yes,No,No,,,,,,0,,,,Developed Land - Industrial,Level I,,,,,,,,,,,,,,
INC2018-016,Fire,02/16/2018,Corrosion and Cracking,Engineering and Planning,Low ,Alberta,51.44418383,-114.5271075,Not Applicable,Not Applicable,No,Transmission,Operation,Yes,No,No,,Equipment & Electrical,,,,0,,,,Developed Land - Industrial,Level I,,,,,,,,,,,,,,
INC2018-018,Release of Substance,02/19/2018,Corrosion and Cracking,Maintenance,Low ,Ontario,46.37976553,-79.46897152,Natural Gas - Sweet,Gas,No,Transmission,Operation,Yes,No,No,,,,,,0,LINE 1200-2,390.4276636,Natural Gas,Developed Land - Industrial,Level I,NPS 3/8,Stainless Steel,,,,,,,,,,,,
INC2018-024,Operation Beyond Design Limits,03/29/2018,Incorrect Operation,Human Factors,High ,Ontario,42.95261483,-82.37432685,Not Applicable,Not Applicable,No,Transmission,Maintenance,Yes,No,No,,,,,,0,,,,Developed Land - Industrial,Level I,,,,,,,,,,,,,,
INC2018-025,Operation Beyond Design Limits,04/02/2018,External Interference,Natural or Environmental Forces,Low ,Ontario,48.678745,-94.139536,Not Applicable,Not Applicable,No,Transmission,Operation,Yes,No,No,,,,,,0,,,,Water / Wetlands,Level I,NPS 12,Carbon Steel,359 - X52,,5529,,1970,1970,1970,,Straight,Electric Resistance Welded,External,Extruded Polyethylene
INC2018-026,Release of Substance,04/03/2018,Corrosion and Cracking,Engineering and Planning,Medium ,Alberta,53.543,-113.354,Diesel Fuel,Liquid,No,Transmission,Operation,Yes,No,Yes,,,,,,0,,,,Developed Land - Industrial,Level I,NPS 12,Carbon Steel,,9.5 mm = 0.375 in,,,,1960,1960,,,,,
INC2008-048,Release of Substance,05/12/2008,Equipment Failure,Maintenance,Unknown,Saskatchewan,50.48386,-104.61447,Crude Oil - Sweet,Liquid,No,,Operation,Yes,No,No,,,,,,0,EPI - Regina Terminal,,,Unknown Land Use (Historical Data Migration),Level I,,,,,,,,,,,,,,
INC2008-052,Fire,05/21/2008,Equipment Failure,Maintenance,Unknown,Manitoba,49.00106,-97.05547,Not Applicable,Not Applicable,No,,Operation,Yes,No,No,,Under Investigation or Unknown,,,,0,,,,Unknown Land Use (Historical Data Migration),Level I,,,,,0,,,,,,,,,
INC2008-055,Adverse Environmental Effects,05/31/2008,Equipment Failure,Maintenance,Low ,British Columbia,56.47564,-120.37265,Not Applicable,Not Applicable,Yes,,Operation,No,No,No,,,,,,0,,,,Unknown Land Use (Historical Data Migration),Level I,,,,,,,,,,,,,,
INC2008-056,Release of Substance,06/05/2008,Equipment Failure,Maintenance,Low ,Alberta,53.5431,-113.35401,Crude Oil - Sweet,Liquid,No,,Operation,Yes,No,No,,,,,,0,EPI - Edmonton Terminal,,,Unknown Land Use (Historical Data Migration),Level I,,,,,,,,,,,,,,
INC2008-057,Release of Substance,06/06/2008,Corrosion and Cracking,Standards and Procedures,Low ,Ontario,43.87378,-79.57985,Natural Gas - Sweet,Gas,No,,Operation,Yes,No,No,,,,,,0,TCPL - Station 130 (Maple Compressor Station),,,Unknown Land Use (Historical Data Migration),Level I,,,,,,,,,,,,,,
INC2008-058,Adverse Environmental Effects,06/09/2008,Equipment Failure,Maintenance,Unknown,New Brunswick,45.21594,-66.71029,Not Applicable,Not Applicable,Yes,,Construction,Yes,No,No,,,,,,0,,,,Unknown Land Use (Historical Data Migration),Level I,,,,,,,,,,,,,,
INC2008-060,Release of Substance,06/12/2008,Equipment Failure,Maintenance,Unknown,Manitoba,49.91204,-98.51757,Natural Gas - Sweet,Gas,No,,Operation,Yes,No,No,,,,,,0,,,,Unknown Land Use (Historical Data Migration),Level I,,,,,,,,,,,,,,
INC2008-062,Fire,06/24/2008,External Interference,Standards and Procedures,Unknown,British Columbia,49.28795,-115.83383,Not Applicable,Not Applicable,No,,Operation,Yes,No,No,,Equipment & Electrical,,,,0,"TCPL, BC - Station 2B (Moyie Compressor Station)",,,Unknown Land Use (Historical Data Migration),Level I,,,,,,,,,,,,,,
INC2008-063,Fatality,06/25/2008,Incorrect Operation,Human Factors,Unknown,Saskatchewan,51.63833,-108.35487,Not Applicable,Not Applicable,Yes,,Construction,No,No,No,,,Vehicle Accident,,,0,Hershel Sask,,,Unknown Land Use (Historical Data Migration),Level III,,,,,,,,,,,,,,
INC2008-067,Release of Substance,07/06/2008,Incorrect Operation,Maintenance,Unknown,Alberta,53.54745,-113.35577,Crude Oil - Synthetic,Liquid,No,,Operation,Yes,No,No,,,,,,0,Edmonton Terminal,,,Unknown Land Use (Historical Data Migration),Level I,,,,,,,,,,,,,,
INC2008-070,Release of Substance,07/17/2008,Defect and Deterioration,Human Factors,Unknown,Saskatchewan,50.20731,-101.48747,Natural Gas - Sweet,Gas,No,,Operation,Yes,No,No,,,,,,0,TCPL - Station 25 (Moosomin Compressor Station),,,Unknown Land Use (Historical Data Migration),Level I,NPS 3/8,Carbon Steel,,,0,,,,,,,,,
INC2008-072,Release of Substance,07/18/2008,Equipment Failure,Maintenance,Unknown,Saskatchewan,49.31834,-102.28983,Natural Gas - Sweet,Gas,No,,Operation,Yes,No,No,,,,,,0,Alliance - Alameda Compressor Station,,,Unknown Land Use (Historical Data Migration),Level I,,,,,,,,,,,,,,
INC2008-075,Release of Substance,07/23/2008,Equipment Failure,Standards and Procedures,Unknown,Alberta,53.5416,-113.36454,Diesel Fuel,Liquid,No,,Operation,Yes,No,No,,,,,,0,EPI - Edmonton Terminal,,,Unknown Land Use (Historical Data Migration),Level I,,,,,,,,,,,,,,
INC2008-078,Release of Substance,07/31/2008,Defect and Deterioration,Maintenance,Unknown,Ontario,49.79469,-85.85655,Natural Gas - Sweet,Gas,No,,Operation,Yes,No,No,,,,,,0,,,,Unknown Land Use (Historical Data Migration),Level I,NPS 1/4,,,,0,,,,,,,,,
INC2008-079,Release of Substance,08/08/2008,Equipment Failure,Maintenance,Low ,Saskatchewan,50.539202,-107.30766,Propane,Gas,No,,Operation,Yes,No,No,,,,,,0,,,,Unknown Land Use (Historical Data Migration),Level I,,,,,0,,,,,,,,,
INC2008-080,Serious Injury (CER),08/15/2008,Incorrect Operation,Human Factors,Unknown,British Columbia,53.024796,-119.151198,Not Applicable,Not Applicable,Yes,,Construction,No,No,No,,,,Fracture,1,0,TMX Anchor Loop,158.1950834,Crude Oil,Unknown Land Use (Historical Data Migration),Level III,,,,,,,,,,,,,,
INC2018-090,Operation Beyond Design Limits,08/18/2018,Natural Force Damage,Natural or Environmental Forces,Low ,British Columbia,49.27367,-115.59596,Not Applicable,Not Applicable,No,Transmission,Operation,Yes,No,No,,,,,,0,TEEPEE CREEK SECTION,15.33609063,Natural Gas,Forests,Level I,NPS 36,Carbon Steel,359 - X52,11.1 mm = 0.437 in,6280,,1961,1961,1961,,,,,
INC2018-091,Fire,08/20/2018,Incorrect Operation,Maintenance,Low ,British Columbia,49.28107,-115.17144,Not Applicable,Not Applicable,No,Transmission,Maintenance,Yes,No,No,,Equipment & Electrical,,,,0,,,,Forests,Level I,,,,,,,,,,,,,,
INC2018-092,Operation Beyond Design Limits,08/20/2018,Natural Force Damage,Natural or Environmental Forces,Low ,British Columbia,56.81692125,-120.5627595,Not Applicable,Not Applicable,No,Gathering,Operation,Yes,No,No,,,,,,0,Wolf Pipeline,33.72543507,Natural Gas,Water / Wetlands,Level I,NPS 16,,,,,,,,,,,,,
INC2018-094,Operation Beyond Design Limits,08/21/2018,Natural Force Damage,Natural or Environmental Forces,Low ,Alberta,55.94363,-111.7577,Not Applicable,Not Applicable,No,Transmission,Operation,Yes,No,No,,,,,,0,LEISMER - KETTLE RIVER CROSSOVER PROJECT,76.52428704,Natural Gas Sweet,Water / Wetlands,Level I,,,,,,,,,,,,,,
INC2018-095,Operation Beyond Design Limits,08/22/2018,Natural Force Damage,Natural or Environmental Forces,Low ,Ontario,47.14755,-79.76492,Not Applicable,Not Applicable,No,Transmission,Operation,No,No,No,,,,,,0,LINE 100-3,2681.81132,Natural Gas,Water / Wetlands,Level I,,,,,,,,,,,,,,
INC2018-096,Operation Beyond Design Limits,08/22/2018,Natural Force Damage,Natural or Environmental Forces,Low ,Ontario,46.57498,-79.6476,Not Applicable,Not Applicable,No,Transmission,Operation,No,No,No,,,,,,0,LINE 100-2,3393.42642,Natural Gas,Water / Wetlands,Level I,,,,,,,,,,,,,,
INC2018-097,Operation Beyond Design Limits,08/22/2018,Natural Force Damage,Natural or Environmental Forces,Low ,British Columbia,56.86284281,-122.301597,Not Applicable,Not Applicable,No,Transmission,Operation,Yes,No,No,,,,,,0,"12"" AITKEN CREEK PIPELINE",31.57378117,Natural Gas Sweet,Water / Wetlands,Level I,NPS 12,,,,,,,,,,,,,
INC2018-098,Fire,08/22/2018,Incorrect Operation,Human Factors,Low ,Alberta,51.93893056,-112.0749645,Not Applicable,Not Applicable,No,Transmission,Construction,Yes,No,No,,Welding or Cutting,,,,0,NORTH LATERAL EXTENSION - NPS 16,276.2667792,Natural Gas,Developed Land - Industrial,Level I,,,,,,,,,,,,,,
INC2018-099,Fire,08/23/2018,Incorrect Operation,Human Factors,Low ,Saskatchewan,51.44611,-106.5825,Not Applicable,Not Applicable,No,Transmission,Maintenance,No,No,No,,Welding or Cutting,,,,0,,,,Developed Land - Industrial,Level I,,,,,,,,,,,,,,
INC2018-100,Operation Beyond Design Limits,08/23/2018,External Interference,Inadequate Supervision,High ,Ontario,44.64323479,-75.61573225,Not Applicable,Not Applicable,No,Transmission,Maintenance,Yes,No,No,,,,,,0,Mainline,635.0188165,Refined Products-Aviation,Developed Land - Residential,Level I,NPS 8,Carbon Steel,241 - B,8.2 mm = 0.322 in,9928,11721,,,,,,,,
INC2018-101,Operation Beyond Design Limits,08/24/2018,Natural Force Damage,Natural or Environmental Forces,Low ,British Columbia,57.24724498,-122.6170888,Not Applicable,Not Applicable,No,Transmission,Operation,Yes,No,No,,,,,,0,,,,Water / Wetlands,Level I,NPS 30,,,,,,,,,,,,,
INC2018-103,Fire,08/24/2018,Incorrect Operation,Maintenance,Low ,Alberta,52.60985,-111.67055,Not Applicable,Not Applicable,No,Transmission,Operation,Yes,No,No,,Equipment & Electrical,,,,0,SEDGEWICK LATERAL LOOP,31.42258714,Natural Gas,Agricultural Cropland,Level I,,,,,,,,,,,,,,
INC2018-104,Operation Beyond Design Limits,08/31/2018,Natural Force Damage,Natural or Environmental Forces,Low ,British Columbia,58.15931636,-122.6880574,Not Applicable,Not Applicable,No,Gathering,Operation,Yes,No,No,,,,,,0,"30"" Fort Nelson Mainline",72.67380765,Natural Gas Sweet,Forests,Level I,NPS 30,,,,,,,,,,,,,
INC2018-105,Operation Beyond Design Limits,09/01/2018,Natural Force Damage,Natural or Environmental Forces,Low ,British Columbia,57.99323401,-122.7019066,Not Applicable,Not Applicable,No,Transmission,Operation,Yes,No,No,,,,,,0,,,,Forests,Level I,NPS 30,,,,,,,,,,,,,
INC2018-106,Operation Beyond Design Limits,09/01/2018,Natural Force Damage,Natural or Environmental Forces,Low ,British Columbia,57.99119698,-122.702545,Not Applicable,Not Applicable,No,Transmission,Operation,Yes,No,No,,,,,,0,,,,Forests,Level I,NPS 30,,,,,,,,,,,,,
INC2018-107,Operation Beyond Design Limits,09/01/2018,Natural Force Damage,Natural or Environmental Forces,Low ,British Columbia,57.98305413,-122.7050673,Not Applicable,Not Applicable,No,Transmission,Operation,Yes,No,No,,,,,,0,,,,Forests,Level I,NPS 30,,,,,,,,,,,,,
INC2009-056,Release of Substance,07/01/2009,Corrosion and Cracking,Human Factors,Unknown,British Columbia,56.4929924,-121.335434,Natural Gas - Sour,Gas,Yes,,Operation,Yes,No,No,,,,,,0,,,,Unknown Land Use (Historical Data Migration),Level I,,,,,0,,,,,,,,,
INC2009-057,Operation Beyond Design Limits,07/02/2009,Equipment Failure,Standards and Procedures,Unknown,Quebec,45.55865,-73.89602,Not Applicable,Not Applicable,No,,Operation,Yes,No,No,,,,,,0,Mainline,635.0188165,Refined Products-Aviation,Unknown Land Use (Historical Data Migration),Level I,,,,,,,,,,,,,,
INC2009-058,Fire,07/05/2009,External Interference,Maintenance,Unknown,Alberta,51.728528,-111.6805,Natural Gas - Sweet,Gas,No,Transmission,Operation,Yes,No,No,,Under Investigation or Unknown,,,,0,,,,Unknown Land Use (Historical Data Migration),Level III,NPS 6,,,,0,,,,,,,,,
INC2009-060,Release of Substance,07/13/2009,Corrosion and Cracking,Engineering and Planning,Unknown,British Columbia,58.93456,-121.3121,Natural Gas - Sour,Gas,Yes,,Operation,Yes,No,No,,,,,,0,,,,Unknown Land Use (Historical Data Migration),Level I,,,,,,,,,,,,,,
INC2009-063,Release of Substance,07/15/2009,Equipment Failure,Maintenance,Low ,Alberta,54.09552,-112.31043,Natural Gas - Sweet,Gas,No,,Operation,Yes,No,No,,,,,,0,NGTL - Smoky Lake Compressor Station,,,Unknown Land Use (Historical Data Migration),Level I,,,,,,,,,,,,,,
